gene_id	gene_name	gene_type	seqnames
26920	ENSMUSG00000022864	D16Ertd472e	protein_coding	chr16
26921	ENSMUSG00000116628	4930478L05Rik	lncRNA	chr16
26922	ENSMUSG00000116786	4930570E03Rik	lncRNA	chr16
26923	ENSMUSG00000022860	Chodl	protein_coding	chr16
26924	ENSMUSG00000022857	Tmprss15	protein_coding	chr16
26925	ENSMUSG00000101810	1700066C05Rik	lncRNA	chr16
26926	ENSMUSG00000022762	Ncam2	protein_coding	chr16
26927	ENSMUSG00000116865	Gm49560	lncRNA	chr16
26928	ENSMUSG00000116937	Gm41480	lncRNA	chr16
26929	ENSMUSG00000094030	Gm21833	protein_coding	chr16
26930	ENSMUSG00000116745	Gm41481	lncRNA	chr16
26931	ENSMUSG00000116907	4930553E22Rik	lncRNA	chr16
26932	ENSMUSG00000110358	A730009L09Rik	protein_coding	chr16
26933	ENSMUSG00000116674	4930551I23Rik	lncRNA	chr16
26934	ENSMUSG00000097418	Mir155hg	lncRNA	chr16
26935	ENSMUSG00000022889	Mrpl39	protein_coding	chr16
26936	ENSMUSG00000053062	Jam2	protein_coding	chr16
26937	ENSMUSG00000022890	Atp5j	protein_coding	chr16
26938	ENSMUSG00000008976	Gabpa	protein_coding	chr16
26939	ENSMUSG00000022892	App	protein_coding	chr16
26940	ENSMUSG00000115518	Gm10791	lncRNA	chr16
26941	ENSMUSG00000115469	Gm49227	lncRNA	chr16
26942	ENSMUSG00000114988	Gm49226	lncRNA	chr16
26943	ENSMUSG00000041134	Cyyr1	protein_coding	chr16
26944	ENSMUSG00000022893	Adamts1	protein_coding	chr16
26945	ENSMUSG00000116586	4930556C24Rik	lncRNA	chr16
26946	ENSMUSG00000022894	Adamts5	protein_coding	chr16
26947	ENSMUSG00000116556	1700007H22Rik	lncRNA	chr16
26948	ENSMUSG00000116799	Gm32357	lncRNA	chr16
26949	ENSMUSG00000116993	Gm32461	lncRNA	chr16
26950	ENSMUSG00000116810	Gm32624	lncRNA	chr16
26951	ENSMUSG00000116555	Gm38477	lncRNA	chr16
26952	ENSMUSG00000116979	Gm32865	lncRNA	chr16
26953	ENSMUSG00000044442	N6amt1	protein_coding	chr16
26954	ENSMUSG00000052299	Ltn1	protein_coding	chr16
26955	ENSMUSG00000041079	Rwdd2b	protein_coding	chr16
26956	ENSMUSG00000025616	Usp16	protein_coding	chr16
26957	ENSMUSG00000025613	Cct8	protein_coding	chr16
26958	ENSMUSG00000093606	B130034C11Rik	lncRNA	chr16
26959	ENSMUSG00000025610	Map3k7cl	protein_coding	chr16
26960	ENSMUSG00000025612	Bach1	protein_coding	chr16
26961	ENSMUSG00000055972	2810407A14Rik	lncRNA	chr16
26962	ENSMUSG00000022935	Grik1	protein_coding	chr16
26963	ENSMUSG00000116754	Gm33255	lncRNA	chr16
26964	ENSMUSG00000116885	4930420G21Rik	lncRNA	chr16
26965	ENSMUSG00000055811	Cldn17	protein_coding	chr16
26966	ENSMUSG00000050520	Cldn8	protein_coding	chr16
26967	ENSMUSG00000116616	Gm49688	lncRNA	chr16
26968	ENSMUSG00000050239	Krtap24-1	protein_coding	chr16
26969	ENSMUSG00000045331	2310079G19Rik	protein_coding	chr16
26970	ENSMUSG00000071471	Krtap26-1	protein_coding	chr16
26971	ENSMUSG00000090515	Krtap27-1	protein_coding	chr16
26972	ENSMUSG00000050704	2310061N02Rik	protein_coding	chr16
26973	ENSMUSG00000056350	Krtap13-1	protein_coding	chr16
26974	ENSMUSG00000050224	Krtap13	protein_coding	chr16
26975	ENSMUSG00000068078	2310034C09Rik	protein_coding	chr16
26976	ENSMUSG00000048830	2310057N15Rik	protein_coding	chr16
26977	ENSMUSG00000009047	Gm5965	protein_coding	chr16
26978	ENSMUSG00000116983	4930553J12Rik	lncRNA	chr16
26979	ENSMUSG00000116636	Gm20741	protein_coding	chr16
26980	ENSMUSG00000074928	Krtap14	protein_coding	chr16
26981	ENSMUSG00000022931	Krtap15	protein_coding	chr16
26982	ENSMUSG00000060691	Krtap19-1	protein_coding	chr16
26983	ENSMUSG00000057650	Krtap19-2	protein_coding	chr16
26984	ENSMUSG00000060469	Krtap19-3	protein_coding	chr16
26985	ENSMUSG00000043982	Krtap19-4	protein_coding	chr16
26986	ENSMUSG00000051802	Krtap19-5	protein_coding	chr16
26987	ENSMUSG00000057174	Krtap19-9b	protein_coding	chr16
26988	ENSMUSG00000096534	Krtap16-3	protein_coding	chr16
26989	ENSMUSG00000095992	Krtap22-2	protein_coding	chr16
26990	ENSMUSG00000068075	Gm10229	protein_coding	chr16
26991	ENSMUSG00000058172	Krtap6-1	protein_coding	chr16
26992	ENSMUSG00000068074	Gm10228	protein_coding	chr16
26993	ENSMUSG00000062400	Krtap6-5	protein_coding	chr16
26994	ENSMUSG00000068073	1110025L11Rik	protein_coding	chr16
26995	ENSMUSG00000057855	Krtap6-3	protein_coding	chr16
26996	ENSMUSG00000068071	Gm6358	protein_coding	chr16
26997	ENSMUSG00000059113	Gm10061	protein_coding	chr16
26998	ENSMUSG00000044227	Gm9789	protein_coding	chr16
26999	ENSMUSG00000068068	Gm7735	protein_coding	chr16
27000	ENSMUSG00000068067	1110057P08Rik	protein_coding	chr16
27001	ENSMUSG00000091039	Krtap20-2	protein_coding	chr16
27002	ENSMUSG00000058368	Krtap21-1	protein_coding	chr16
27003	ENSMUSG00000062433	Krtap6-2	protein_coding	chr16
27004	ENSMUSG00000059632	Krtap8-1	protein_coding	chr16
27005	ENSMUSG00000056706	Krtap7-1	protein_coding	chr16
27006	ENSMUSG00000091212	Krtap11-1	protein_coding	chr16
27007	ENSMUSG00000116870	Gm49696	lncRNA	chr16
27008	ENSMUSG00000002489	Tiam1	protein_coding	chr16
27009	ENSMUSG00000022982	Sod1	protein_coding	chr16
27010	ENSMUSG00000022983	Scaf4	protein_coding	chr16
27011	ENSMUSG00000116600	Gm49707	lncRNA	chr16
27012	ENSMUSG00000116656	Gm49708	lncRNA	chr16
27013	ENSMUSG00000116989	Gm49709	lncRNA	chr16
27014	ENSMUSG00000116849	Gm49710	lncRNA	chr16
27015	ENSMUSG00000053414	Hunk	protein_coding	chr16
27016	ENSMUSG00000116753	Gm36001	lncRNA	chr16
27017	ENSMUSG00000046119	1110008E08Rik	lncRNA	chr16
27018	ENSMUSG00000116830	Gm49714	lncRNA	chr16
27019	ENSMUSG00000116582	Gm36169	lncRNA	chr16
27020	ENSMUSG00000116591	Gm49715	lncRNA	chr16
27021	ENSMUSG00000022978	Mis18a	protein_coding	chr16
27022	ENSMUSG00000039956	Mrap	protein_coding	chr16
27023	ENSMUSG00000039929	Urb1	protein_coding	chr16
27024	ENSMUSG00000039903	Eva1c	protein_coding	chr16
27025	ENSMUSG00000116543	Gm36363	lncRNA	chr16
27026	ENSMUSG00000022972	Cfap298	protein_coding	chr16
27027	ENSMUSG00000116607	4930534H18Rik	lncRNA	chr16
27028	ENSMUSG00000022973	Synj1	protein_coding	chr16
27029	ENSMUSG00000085279	Gm15965	lncRNA	chr16
27030	ENSMUSG00000087354	4930404I05Rik	lncRNA	chr16
27031	ENSMUSG00000022974	Paxbp1	protein_coding	chr16
27032	ENSMUSG00000085398	4931406G06Rik	lncRNA	chr16
27033	ENSMUSG00000039851	4932438H23Rik	protein_coding	chr16
27034	ENSMUSG00000116763	Gm41492	lncRNA	chr16
27035	ENSMUSG00000039830	Olig2	protein_coding	chr16
27036	ENSMUSG00000046160	Olig1	protein_coding	chr16
27037	ENSMUSG00000085865	Gm15966	lncRNA	chr16
27038	ENSMUSG00000022971	Ifnar2	protein_coding	chr16
27039	ENSMUSG00000022969	Il10rb	protein_coding	chr16
27040	ENSMUSG00000116987	Gm49625	lncRNA	chr16
27041	ENSMUSG00000084866	A930006K02Rik	lncRNA	chr16
27042	ENSMUSG00000022967	Ifnar1	protein_coding	chr16
27043	ENSMUSG00000022965	Ifngr2	protein_coding	chr16
27044	ENSMUSG00000022964	Tmem50b	protein_coding	chr16
27045	ENSMUSG00000085337	Gm15964	lncRNA	chr16
27046	ENSMUSG00000039763	Dnajc28	protein_coding	chr16
27047	ENSMUSG00000022962	Gart	protein_coding	chr16
27048	ENSMUSG00000022961	Son	protein_coding	chr16
27049	ENSMUSG00000022960	Donson	protein_coding	chr16
27050	ENSMUSG00000085169	Gm10785	lncRNA	chr16
27051	ENSMUSG00000058240	Cryzl1	protein_coding	chr16
27052	ENSMUSG00000022957	Itsn1	protein_coding	chr16
27053	ENSMUSG00000087240	Gm15976	lncRNA	chr16
27054	ENSMUSG00000022956	Atp5o	protein_coding	chr16
27055	ENSMUSG00000087190	D430001F17Rik	lncRNA	chr16
27056	ENSMUSG00000039680	Mrps6	protein_coding	chr16
27057	ENSMUSG00000089774	Slc5a3	protein_coding	chr16
27058	ENSMUSG00000086331	Gm16310	lncRNA	chr16
27059	ENSMUSG00000116747	Gm41496	lncRNA	chr16
27060	ENSMUSG00000116608	Gm41495	lncRNA	chr16
27061	ENSMUSG00000116878	Gm29880	lncRNA	chr16
27062	ENSMUSG00000039672	Kcne2	protein_coding	chr16
27063	ENSMUSG00000051989	Smim11	protein_coding	chr16
27064	ENSMUSG00000085637	1700048M11Rik	lncRNA	chr16
27065	ENSMUSG00000051728	Fam243	protein_coding	chr16
27066	ENSMUSG00000039639	Kcne1	protein_coding	chr16
27067	ENSMUSG00000116693	Gm29805	lncRNA	chr16
27068	ENSMUSG00000022951	Rcan1	protein_coding	chr16
27069	ENSMUSG00000116964	Gm46555	lncRNA	chr16
27070	ENSMUSG00000051297	2410124H12Rik	lncRNA	chr16
27071	ENSMUSG00000022949	Clic6	protein_coding	chr16
27072	ENSMUSG00000116709	Gm49722	lncRNA	chr16
27073	ENSMUSG00000022952	Runx1	protein_coding	chr16
27074	ENSMUSG00000097139	Gm26626	lncRNA	chr16
27075	ENSMUSG00000116805	Gm49723	lncRNA	chr16
27076	ENSMUSG00000100277	1810053B23Rik	lncRNA	chr16
27077	ENSMUSG00000116846	1810044K17Rik	lncRNA	chr16
27078	ENSMUSG00000099968	1700029J03Rik	lncRNA	chr16
27079	ENSMUSG00000116595	Gm30695	lncRNA	chr16
27080	ENSMUSG00000116576	Gm49725	lncRNA	chr16
27081	ENSMUSG00000022948	Setd4	protein_coding	chr16
27082	ENSMUSG00000117317	Gm49961	lncRNA	chr16
27083	ENSMUSG00000051483	Cbr1	protein_coding	chr16
27084	ENSMUSG00000082815	Gm5678	protein_coding	chr16
27085	ENSMUSG00000022947	Cbr3	protein_coding	chr16
27086	ENSMUSG00000022946	Dop1b	protein_coding	chr16
27087	ENSMUSG00000097768	2310043M15Rik	lncRNA	chr16
27088	ENSMUSG00000116927	Gm30881	lncRNA	chr16
27089	ENSMUSG00000039456	Morc3	protein_coding	chr16
27090	ENSMUSG00000022945	Chaf1b	protein_coding	chr16
27091	ENSMUSG00000116890	Gm49617	lncRNA	chr16
27092	ENSMUSG00000047109	Cldn14	protein_coding	chr16
27093	ENSMUSG00000116681	Gm49618	lncRNA	chr16
27094	ENSMUSG00000116947	2410003I16Rik	lncRNA	chr16
27095	ENSMUSG00000116569	Gm49620	lncRNA	chr16
27096	ENSMUSG00000062713	Sim2	protein_coding	chr16
27097	ENSMUSG00000040820	Hlcs	protein_coding	chr16
27098	ENSMUSG00000115246	Gm48984	lncRNA	chr16
27099	ENSMUSG00000022941	Ripply3	protein_coding	chr16
27100	ENSMUSG00000022940	Pigp	protein_coding	chr16
27101	ENSMUSG00000040785	Ttc3	protein_coding	chr16
27102	ENSMUSG00000116589	Gm31323	lncRNA	chr16
27103	ENSMUSG00000022898	Vps26c	protein_coding	chr16
27104	ENSMUSG00000022897	Dyrk1a	protein_coding	chr16
27105	ENSMUSG00000116641	Gm41505	lncRNA	chr16
27106	ENSMUSG00000043301	Kcnj6	protein_coding	chr16
27107	ENSMUSG00000116720	Gm31641	lncRNA	chr16
27108	ENSMUSG00000062609	Kcnj15	protein_coding	chr16
27109	ENSMUSG00000116716	Gm49643	lncRNA	chr16
27110	ENSMUSG00000040732	Erg	protein_coding	chr16
27111	ENSMUSG00000022895	Ets2	protein_coding	chr16
27112	ENSMUSG00000117232	1600002D24Rik	lncRNA	chr16
27113	ENSMUSG00000085329	2810404F17Rik	lncRNA	chr16
27114	ENSMUSG00000085903	Gm15340	lncRNA	chr16
27115	ENSMUSG00000022913	Psmg1	protein_coding	chr16
27116	ENSMUSG00000022914	Brwd1	protein_coding	chr16
27117	ENSMUSG00000085884	Gm15342	lncRNA	chr16
27118	ENSMUSG00000117289	1700093J21Rik	lncRNA	chr16
27119	ENSMUSG00000117270	Gm49953	lncRNA	chr16
27120	ENSMUSG00000040681	Hmgn1	protein_coding	chr16
27121	ENSMUSG00000023147	Wrb	protein_coding	chr16
27122	ENSMUSG00000117129	Gm49928	lncRNA	chr16
27123	ENSMUSG00000045275	Lca5l	protein_coding	chr16
27124	ENSMUSG00000040666	Sh3bgr	protein_coding	chr16
27125	ENSMUSG00000074892	B3galt5	protein_coding	chr16
27126	ENSMUSG00000000159	Igsf5	protein_coding	chr16
27127	ENSMUSG00000000157	Itgb2l	protein_coding	chr16
27128	ENSMUSG00000090223	Pcp4	protein_coding	chr16
27129	ENSMUSG00000050272	Dscam	protein_coding	chr16
27130	ENSMUSG00000117179	Gm49907	lncRNA	chr16
27131	ENSMUSG00000117000	Gm32509	lncRNA	chr16
27132	ENSMUSG00000117324	Gm32432	lncRNA	chr16
27133	ENSMUSG00000040605	Bace2	protein_coding	chr16
27134	ENSMUSG00000022938	Fam3b	protein_coding	chr16
27135	ENSMUSG00000000385	Tmprss2	protein_coding	chr16
27136	ENSMUSG00000005251	Ripk4	protein_coding	chr16
27137	ENSMUSG00000014039	Prdm15	protein_coding	chr16
27138	ENSMUSG00000045975	C2cd2	protein_coding	chr16
27139	ENSMUSG00000046962	Zbtb21	protein_coding	chr16
27140	ENSMUSG00000097874	C030010L15Rik	lncRNA	chr16
27141	ENSMUSG00000080717	B230307C23Rik	protein_coding	chr16
27142	ENSMUSG00000116673	A630089N07Rik	protein_coding	chr16
27143	ENSMUSG00000046201	Scaf8	protein_coding	chr17
27144	ENSMUSG00000116858	Gm49797	lncRNA	chr17
27145	ENSMUSG00000116874	Gm34035	lncRNA	chr17
27146	ENSMUSG00000023800	Tiam2	protein_coding	chr17
27147	ENSMUSG00000036983	Tfb1m	protein_coding	chr17
27148	ENSMUSG00000091530	Cldn20	protein_coding	chr17
27149	ENSMUSG00000116852	1700102H20Rik	lncRNA	chr17
27150	ENSMUSG00000023802	Nox3	protein_coding	chr17
27151	ENSMUSG00000116975	4930470H14Rik	lncRNA	chr17
27152	ENSMUSG00000116615	4930548J01Rik	lncRNA	chr17
27153	ENSMUSG00000116767	4930517M08Rik	lncRNA	chr17
27154	ENSMUSG00000116813	4930579D07Rik	lncRNA	chr17
27155	ENSMUSG00000116551	Gm41517	lncRNA	chr17
27156	ENSMUSG00000069729	Arid1b	protein_coding	chr17
27157	ENSMUSG00000101133	Gm29050	lncRNA	chr17
27158	ENSMUSG00000004945	Tmem242	protein_coding	chr17
27159	ENSMUSG00000101959	Ldhal6b	protein_coding	chr17
27160	ENSMUSG00000034265	Zdhhc14	protein_coding	chr17
27161	ENSMUSG00000096965	3300005D01Rik	lncRNA	chr17
27162	ENSMUSG00000002365	Snx9	protein_coding	chr17
27163	ENSMUSG00000023805	Synj2	protein_coding	chr17
27164	ENSMUSG00000015659	Serac1	protein_coding	chr17
27165	ENSMUSG00000034345	Gtf2h5	protein_coding	chr17
27166	ENSMUSG00000034377	Tulp4	protein_coding	chr17
27167	ENSMUSG00000038141	Tmem181a	protein_coding	chr17
27168	ENSMUSG00000092074	Dynlt1a	protein_coding	chr17
27169	ENSMUSG00000096255	Dynlt1b	protein_coding	chr17
27170	ENSMUSG00000000579	Dynlt1c	protein_coding	chr17
27171	ENSMUSG00000095677	Dynlt1f	protein_coding	chr17
27172	ENSMUSG00000041831	Sytl3	protein_coding	chr17
27173	ENSMUSG00000052397	Ezr	protein_coding	chr17
27174	ENSMUSG00000116644	4933426B08Rik	lncRNA	chr17
27175	ENSMUSG00000099735	1700122H20Rik	lncRNA	chr17
27176	ENSMUSG00000023806	Rsph3b	protein_coding	chr17
27177	ENSMUSG00000116618	Gm49719	lncRNA	chr17
27178	ENSMUSG00000052031	Tagap1	protein_coding	chr17
27179	ENSMUSG00000094724	Rnaset2b	protein_coding	chr17
27180	ENSMUSG00000094083	Gm1604b	protein_coding	chr17
27181	ENSMUSG00000023809	Rps6ka2	protein_coding	chr17
27182	ENSMUSG00000071322	Tcp10a	protein_coding	chr17
27183	ENSMUSG00000079722	Ttll2	protein_coding	chr17
27184	ENSMUSG00000056133	Unc93a2	protein_coding	chr17
27185	ENSMUSG00000116585	Gm33086	lncRNA	chr17
27186	ENSMUSG00000116955	Gm49632	lncRNA	chr17
27187	ENSMUSG00000071984	Fndc1	protein_coding	chr17
27188	ENSMUSG00000090069	E430024P14Rik	lncRNA	chr17
27189	ENSMUSG00000033450	Tagap	protein_coding	chr17
27190	ENSMUSG00000073471	Rsph3a	protein_coding	chr17
27191	ENSMUSG00000116760	Gm1604a	lncRNA	chr17
27192	ENSMUSG00000095687	Rnaset2a	protein_coding	chr17
27193	ENSMUSG00000069135	Fgfr1op	protein_coding	chr17
27194	ENSMUSG00000040899	Ccr6	protein_coding	chr17
27195	ENSMUSG00000023861	Mpc1	protein_coding	chr17
27196	ENSMUSG00000087478	4930506C21Rik	lncRNA	chr17
27197	ENSMUSG00000073468	Sft2d1	protein_coding	chr17
27198	ENSMUSG00000055945	Prr18	protein_coding	chr17
27199	ENSMUSG00000058159	T2	protein_coding	chr17
27200	ENSMUSG00000062327	T	protein_coding	chr17
27201	ENSMUSG00000023868	Pde10a	protein_coding	chr17
27202	ENSMUSG00000099104	Gm17087	protein_coding	chr17
27203	ENSMUSG00000023873	1700010I14Rik	protein_coding	chr17
27204	ENSMUSG00000097049	6530411M01Rik	lncRNA	chr17
27205	ENSMUSG00000117026	C87487	lncRNA	chr17
27206	ENSMUSG00000072968	Gm17728	protein_coding	chr17
27207	ENSMUSG00000117143	Gm49807	lncRNA	chr17
27208	ENSMUSG00000046173	Pabpc6	protein_coding	chr17
27209	ENSMUSG00000117341	Gm34684	lncRNA	chr17
27210	ENSMUSG00000117264	4930452A19Rik	lncRNA	chr17
27211	ENSMUSG00000117110	Gm49808	lncRNA	chr17
27212	ENSMUSG00000117227	Gm34799	lncRNA	chr17
27213	ENSMUSG00000062078	Qk	protein_coding	chr17
27214	ENSMUSG00000099384	1700110C19Rik	lncRNA	chr17
27215	ENSMUSG00000037196	Pacrg	protein_coding	chr17
27216	ENSMUSG00000089633	A230009B12Rik	lncRNA	chr17
27217	ENSMUSG00000089941	Gm16168	lncRNA	chr17
27218	ENSMUSG00000089907	Gm16169	lncRNA	chr17
27219	ENSMUSG00000023826	Prkn	protein_coding	chr17
27220	ENSMUSG00000100402	Gm28505	lncRNA	chr17
27221	ENSMUSG00000023827	Agpat4	protein_coding	chr17
27222	ENSMUSG00000014426	Map3k4	protein_coding	chr17
27223	ENSMUSG00000097350	4732491K20Rik	lncRNA	chr17
27224	ENSMUSG00000117337	Gm49964	lncRNA	chr17
27225	ENSMUSG00000059481	Plg	protein_coding	chr17
27226	ENSMUSG00000023828	Slc22a3	protein_coding	chr17
27227	ENSMUSG00000117314	C030013G03Rik	lncRNA	chr17
27228	ENSMUSG00000040966	Slc22a2	protein_coding	chr17
27229	ENSMUSG00000023829	Slc22a1	protein_coding	chr17
27230	ENSMUSG00000023830	Igf2r	protein_coding	chr17
27231	ENSMUSG00000078247	Airn	lncRNA	chr17
27232	ENSMUSG00000117030	Gm49959	lncRNA	chr17
27233	ENSMUSG00000117061	Gm49958	lncRNA	chr17
27234	ENSMUSG00000068037	Mas1	protein_coding	chr17
27235	ENSMUSG00000059408	Mrgprh	protein_coding	chr17
27236	ENSMUSG00000073460	Pnldc1	protein_coding	chr17
27237	ENSMUSG00000117072	Gm49926	lncRNA	chr17
27238	ENSMUSG00000057388	Mrpl18	protein_coding	chr17
27239	ENSMUSG00000068039	Tcp1	protein_coding	chr17
27240	ENSMUSG00000062480	Acat3	protein_coding	chr17
27241	ENSMUSG00000023832	Acat2	protein_coding	chr17
27242	ENSMUSG00000060475	Wtap	protein_coding	chr17
27243	ENSMUSG00000006818	Sod2	protein_coding	chr17
27244	ENSMUSG00000071311	Gpr31b	protein_coding	chr17
27245	ENSMUSG00000055602	Tcp10b	protein_coding	chr17
27246	ENSMUSG00000067049	Unc93a	protein_coding	chr17
27247	ENSMUSG00000117282	Gm49898	lncRNA	chr17
27248	ENSMUSG00000073458	Smok2a	protein_coding	chr17
27249	ENSMUSG00000073457	Smok2b	protein_coding	chr17
27250	ENSMUSG00000117278	Gm36684	lncRNA	chr17
27251	ENSMUSG00000052469	Tcp10c	protein_coding	chr17
27252	ENSMUSG00000117042	2700054A10Rik	lncRNA	chr17
27253	ENSMUSG00000090211	Gm16050	lncRNA	chr17
27254	ENSMUSG00000085705	Gm16046	lncRNA	chr17
27255	ENSMUSG00000038347	Tcte2	protein_coding	chr17
27256	ENSMUSG00000068036	Afdn	protein_coding	chr17
27257	ENSMUSG00000067941	Gm7168	protein_coding	chr17
27258	ENSMUSG00000101307	Gm7356	protein_coding	chr17
27259	ENSMUSG00000101361	Gm7358	protein_coding	chr17
27260	ENSMUSG00000048826	Dact2	protein_coding	chr17
27261	ENSMUSG00000117185	Gm34510	lncRNA	chr17
27262	ENSMUSG00000117254	Gm34567	lncRNA	chr17
27263	ENSMUSG00000023886	Smoc2	protein_coding	chr17
27264	ENSMUSG00000117328	4930474M22Rik	lncRNA	chr17
27265	ENSMUSG00000116801	Gm38551	lncRNA	chr17
27266	ENSMUSG00000023885	Thbs2	protein_coding	chr17
27267	ENSMUSG00000046991	Wdr27	protein_coding	chr17
27268	ENSMUSG00000050088	1600012H06Rik	protein_coding	chr17
27269	ENSMUSG00000023883	Phf10	protein_coding	chr17
27270	ENSMUSG00000116780	Gm3417	protein_coding	chr17
27271	ENSMUSG00000116953	9030025P20Rik	protein_coding	chr17
27272	ENSMUSG00000079710	Gm3448	protein_coding	chr17
27273	ENSMUSG00000116895	Gm3435	protein_coding	chr17
27274	ENSMUSG00000079707	Tcte3	protein_coding	chr17
27275	ENSMUSG00000036552	Ermard	protein_coding	chr17
27276	ENSMUSG00000116655	Gm35455	lncRNA	chr17
27277	ENSMUSG00000097624	Gm5091	lncRNA	chr17
27278	ENSMUSG00000116851	Gm35576	lncRNA	chr17
27279	ENSMUSG00000014773	Dll1	protein_coding	chr17
27280	ENSMUSG00000014763	Fam120b	protein_coding	chr17
27281	ENSMUSG00000116718	Gm49668	lncRNA	chr17
27282	ENSMUSG00000014769	Psmb1	protein_coding	chr17
27283	ENSMUSG00000014767	Tbp	protein_coding	chr17
27284	ENSMUSG00000014771	Pdcd2	protein_coding	chr17
27285	ENSMUSG00000051977	Prdm9	protein_coding	chr17
27286	ENSMUSG00000116924	4933401D09Rik	lncRNA	chr17
27287	ENSMUSG00000023852	Chd1	protein_coding	chr17
27288	ENSMUSG00000048027	Rgmb	protein_coding	chr17
27289	ENSMUSG00000116839	Gm49778	lncRNA	chr17
27290	ENSMUSG00000060149	BC002059	lncRNA	chr17
27291	ENSMUSG00000096696	Zfp960	protein_coding	chr17
27292	ENSMUSG00000095990	Zfp97	protein_coding	chr17
27293	ENSMUSG00000116802	Gm5165	lncRNA	chr17
27294	ENSMUSG00000072761	Gm6712	lncRNA	chr17
27295	ENSMUSG00000116590	AC154200.1	lncRNA	chr17
27296	ENSMUSG00000116564	Riok2	protein_coding	chr17
27297	ENSMUSG00000097379	Gm26873	lncRNA	chr17
27298	ENSMUSG00000047786	Lix1	protein_coding	chr17
27299	ENSMUSG00000023845	Lnpep	protein_coding	chr17
27300	ENSMUSG00000092120	Vmn2r90	protein_coding	chr17
27301	ENSMUSG00000080316	Spaca6	protein_coding	chr17
27302	ENSMUSG00000003665	Has1	protein_coding	chr17
27303	ENSMUSG00000045551	Fpr1	protein_coding	chr17
27304	ENSMUSG00000052270	Fpr2	protein_coding	chr17
27305	ENSMUSG00000079700	Fpr3	protein_coding	chr17
27306	ENSMUSG00000048062	Fpr-rs4	protein_coding	chr17
27307	ENSMUSG00000094396	Vmn2r124	protein_coding	chr17
27308	ENSMUSG00000091206	Vmn2r91	protein_coding	chr17
27309	ENSMUSG00000091350	Vmn2r92	protein_coding	chr17
27310	ENSMUSG00000090417	Vmn2r94	protein_coding	chr17
27311	ENSMUSG00000079698	Vmn2r93	protein_coding	chr17
27312	ENSMUSG00000091631	Vmn2r95	protein_coding	chr17
27313	ENSMUSG00000091679	Vmn2r96	protein_coding	chr17
27314	ENSMUSG00000091491	Vmn2r97	protein_coding	chr17
27315	ENSMUSG00000096717	Vmn2r98	protein_coding	chr17
27316	ENSMUSG00000116587	Gm49753	lncRNA	chr17
27317	ENSMUSG00000090304	Vmn2r99	protein_coding	chr17
27318	ENSMUSG00000116984	4930549P19Rik	lncRNA	chr17
27319	ENSMUSG00000091859	Vmn2r100	protein_coding	chr17
27320	ENSMUSG00000094892	Vmn2r101	protein_coding	chr17
27321	ENSMUSG00000095961	Vmn2r102	protein_coding	chr17
27322	ENSMUSG00000091771	Vmn2r103	protein_coding	chr17
27323	ENSMUSG00000090315	Vmn2r104	protein_coding	chr17
27324	ENSMUSG00000071276	Fpr-rs7	protein_coding	chr17
27325	ENSMUSG00000071275	Fpr-rs6	protein_coding	chr17
27326	ENSMUSG00000091670	Vmn2r105	protein_coding	chr17
27327	ENSMUSG00000091656	Vmn2r106	protein_coding	chr17
27328	ENSMUSG00000056910	Vmn2r107	protein_coding	chr17
27329	ENSMUSG00000091151	Vmn1r224	protein_coding	chr17
27330	ENSMUSG00000091805	Vmn2r108	protein_coding	chr17
27331	ENSMUSG00000043537	Vmn1r225	protein_coding	chr17
27332	ENSMUSG00000090572	Vmn2r109	protein_coding	chr17
27333	ENSMUSG00000091259	Vmn2r110	protein_coding	chr17
27334	ENSMUSG00000060701	Fpr-rs3	protein_coding	chr17
27335	ENSMUSG00000042848	Vmn1r226	protein_coding	chr17
27336	ENSMUSG00000067951	Vmn1r227	protein_coding	chr17
27337	ENSMUSG00000060245	Vmn1r228	protein_coding	chr17
27338	ENSMUSG00000117148	Vmn1r229	protein_coding	chr17
27339	ENSMUSG00000045417	Vmn1r230	protein_coding	chr17
27340	ENSMUSG00000050933	Vmn1r231	protein_coding	chr17
27341	ENSMUSG00000116974	Gm49761	lncRNA	chr17
27342	ENSMUSG00000062165	Vmn1r232	protein_coding	chr17
27343	ENSMUSG00000007564	Ppp2r1a	protein_coding	chr17
27344	ENSMUSG00000045575	Vmn1r233	protein_coding	chr17
27345	ENSMUSG00000067942	Zfp160	protein_coding	chr17
27346	ENSMUSG00000102080	Gm5092	lncRNA	chr17
27347	ENSMUSG00000057203	Vmn1r234	protein_coding	chr17
27348	ENSMUSG00000050102	Vmn1r235	protein_coding	chr17
27349	ENSMUSG00000054142	Vmn1r236	protein_coding	chr17
27350	ENSMUSG00000058030	Vmn1r237	protein_coding	chr17
27351	ENSMUSG00000062743	Zfp677	protein_coding	chr17
